id,name,code,created_by,created_by_name,created_at,updated_by,updated_by_name,updated_at
E7D80743-081D-4B51-BFFF-149FFFF8E652,任务状态,job_state,111111111-11111-1111-1111-111111111111,系统,06/12/2022 11:01:58,111111111-11111-1111-1111-111111111111,系统,06/12/2022 11:01:58
E944E20B-A463-4FE3-B2E6-ADE32C0709F3,操作类型,operation_type,111111111-11111-1111-1111-111111111111,系统,06/12/2022 11:01:58,111111111-11111-1111-1111-111111111111,系统,06/12/2022 11:01:58
CE9753B3-E86F-4DF9-A63D-8B46AD8A187C,权限,privilege,111111111-11111-1111-1111-111111111111,系统,06/12/2022 11:01:58,111111111-11111-1111-1111-111111111111,系统,06/12/2022 11:01:58
1062CA39-9CEF-4AA4-919C-F5BD5752BC9E,推荐类型,recommend_type,111111111-11111-1111-1111-111111111111,系统,06/12/2022 11:01:58,111111111-11111-1111-1111-111111111111,系统,06/12/2022 11:01:58
9e3c42c1-bbd9-4bb0-8701-9c9c01fe65b2,文章类型,article_type,111111111-11111-1111-1111-111111111111,系统,06/12/2022 11:01:58,111111111-11111-1111-1111-111111111111,系统,06/12/2022 11:01:58
